theta,v_w,H,pilot_kappa,s_vw_fit,p_fit,q_fit,kappa_fit,lambda_fit,A0_theta_fit,A_eff_fit,rel_rmse
2.356194490192345,0.5,0.05,2.3344000000049263,0.17721569422477954,3.2461426726972884,2.0,0.41369231659919836,2.3646999784040603,1.5819170157989622,0.16672371654101395,0.08022179672562788
2.356194490192345,0.5,0.1,2.168399999999826,0.17721569422477954,3.2461426726972884,2.0,0.3842745113569811,2.3646999784040603,1.5819170157989622,0.16672371654101395,0.06668699158503816
2.356194490192345,0.5,0.2,1.8071999999998012,0.17721569422477954,3.2461426726972884,2.0,0.3202642026029863,2.3646999784040603,1.5819170157989622,0.16672371654101395,0.1168916575686201
2.356194490192345,0.5,0.5,1.3707999999998497,0.17721569422477954,3.2461426726972884,2.0,0.24292727364330116,2.3646999784040603,1.5819170157989622,0.16672371654101395,0.07597288271488847
2.356194490192345,0.5,1.0,1.0943999999998848,0.17721569422477954,3.2461426726972884,2.0,0.19394485575957832,2.3646999784040603,1.5819170157989622,0.16672371654101395,0.023323671716419067
2.356194490192345,0.5,1.5,0.9683999999999162,0.17721569422477954,3.2461426726972884,2.0,0.17161567828726165,2.3646999784040603,1.5819170157989622,0.16672371654101395,0.014529539747155826
2.356194490192345,0.5,2.0,0.8527999999999415,0.17721569422477954,3.2461426726972884,2.0,0.15112954403488163,2.3646999784040603,1.5819170157989622,0.16672371654101395,0.022412003348808284
2.356194490192345,0.7,0.05,2.8403200000059936,0.2500414256406645,3.2461426726972884,2.0,0.7101976620771908,2.3646999784040603,1.5819170157989622,0.49699250023043406,0.21504180743521484
2.356194490192345,0.7,0.1,2.677919999999705,0.2500414256406645,3.2461426726972884,2.0,0.6695909345515745,2.3646999784040603,1.5819170157989622,0.49699250023043406,0.1379368642211341
2.356194490192345,0.7,0.2,2.2825599999997483,0.2500414256406645,3.2461426726972884,2.0,0.5707345565102923,2.3646999784040603,1.5819170157989622,0.49699250023043406,0.05849155486751341
2.356194490192345,0.7,0.5,1.7701599999998054,0.2500414256406645,3.2461426726972884,2.0,0.44261333001203,2.3646999784040603,1.5819170157989622,0.49699250023043406,0.04538855708589971
2.356194490192345,0.7,1.0,1.42855999999985,0.2500414256406645,3.2461426726972884,2.0,0.35719917901319015,2.3646999784040603,1.5819170157989622,0.49699250023043406,0.009571066205318923
2.356194490192345,0.7,1.5,1.270079999999892,0.2500414256406645,3.2461426726972884,2.0,0.31757261387766816,2.3646999784040603,1.5819170157989622,0.49699250023043406,0.010803168002915774
2.356194490192345,0.7,2.0,1.122239999999926,0.2500414256406645,3.2461426726972884,2.0,0.28060648951096084,2.3646999784040603,1.5819170157989622,0.49699250023043406,0.007945950441405936
2.356194490192345,0.9,0.05,3.3480000000070653,0.37230612488506104,3.2461426726972884,2.0,0.8,2.3646999784040603,1.5819170157989622,1.1236947578353997,0.16481234255461313
2.356194490192345,0.9,0.1,3.1672799999996517,0.37230612488506104,3.2461426726972884,2.0,0.8,2.3646999784040603,1.5819170157989622,1.1236947578353997,0.14123424039798993
2.356194490192345,0.9,0.2,2.7475199999996973,0.37230612488506104,3.2461426726972884,2.0,0.8,2.3646999784040603,1.5819170157989622,1.1236947578353997,0.06393244976210607
2.356194490192345,0.9,0.5,2.162159999999763,0.37230612488506104,3.2461426726972884,2.0,0.8,2.3646999784040603,1.5819170157989622,1.1236947578353997,0.04410500423421585
2.356194490192345,0.9,1.0,1.758239999999816,0.37230612488506104,3.2461426726972884,2.0,0.6546035210178413,2.3646999784040603,1.5819170157989622,1.1236947578353997,0.027134126357764018
2.356194490192345,0.9,1.5,1.5681599999998683,0.37230612488506104,3.2461426726972884,2.0,0.5838355727997083,2.3646999784040603,1.5819170157989622,1.1236947578353997,0.0338985232266185
2.356194490192345,0.9,2.0,1.3888799999999109,0.37230612488506104,3.2461426726972884,2.0,0.5170885307303303,2.3646999784040603,1.5819170157989622,1.1236947578353997,0.023623658773715132
2.879793265790644,0.3,0.05,2.2610400000047712,0.1297397878886659,3.2461426726972884,2.0,0.29334685000840816,2.9328398102926347,2.1664480046355505,0.04349198830762854,0.24968456668897085
2.879793265790644,0.3,0.1,2.013360000001399,0.1297397878886659,3.2461426726972884,2.0,0.26121289934370584,2.9328398102926347,2.1664480046355505,0.04349198830762854,0.24831011317891824
2.879793265790644,0.3,0.2,1.5688799999998275,0.1297397878886659,3.2461426726972884,2.0,0.20354615842274776,2.9328398102926347,2.1664480046355505,0.04349198830762854,0.0804806198580802
2.879793265790644,0.3,0.5,1.1327999999998757,0.1297397878886659,3.2461426726972884,2.0,0.14696923172026458,2.9328398102926347,2.1664480046355505,0.04349198830762854,0.10991164518412985
2.879793265790644,0.3,1.0,0.883199999999906,0.1297397878886659,3.2461426726972884,2.0,0.11458618066325751,2.9328398102926347,2.1664480046355505,0.04349198830762854,0.0394021257198979
2.879793265790644,0.3,1.5,0.7742399999999284,0.1297397878886659,3.2461426726972884,2.0,0.10044973337491139,2.9328398102926347,2.1664480046355505,0.04349198830762854,0.04654001273589864
2.879793265790644,0.3,2.0,0.6760799999999467,0.1297397878886659,3.2461426726972884,2.0,0.08771447579576232,2.9328398102926347,2.1664480046355505,0.04349198830762854,0.009601490024698976
2.879793265790644,0.5,0.05,3.0416000000064187,0.17721569422477954,3.2461426726972884,2.0,0.5390192555552269,2.9328398102926347,2.1664480046355505,0.2283294631882294,0.2903158262125159
2.879793265790644,0.5,0.1,2.770000000001096,0.17721569422477954,3.2461426726972884,2.0,0.49088747300283353,2.9328398102926347,2.1664480046355505,0.2283294631882294,0.3203503144806069
2.879793265790644,0.5,0.2,2.2339999999997544,0.17721569422477954,3.2461426726972884,2.0,0.39589986089811396,2.9328398102926347,2.1664480046355505,0.2283294631882294,0.11402753264394258
