Hb,vw,theta0,tau_n,mass_on_tau,t_trig,kappa
0.002592943797404667,0.9,1.308996938995747,385.66204211634727,385.66204211634727,388.36124211643687,2.429280000080644
0.003562247890262444,0.9,1.308996938995747,280.72162039411756,280.72162039411756,283.42082039420717,2.429280000080644
0.004893900918477494,0.9,1.308996938995747,204.33597178569417,204.33597178569417,207.03517178568788,2.4292799999943386
0.006723357536499335,0.9,1.308996938995747,148.7352107293512,148.7352107293512,151.4344107293449,2.4292799999943386
0.009236708571873866,0.9,1.308996938995747,108.2636733874054,108.2636733874054,110.96287338739911,2.4292799999943386
0.01268961003167922,0.9,1.308996938995747,78.80462815669912,78.80462815669912,81.50382815669283,2.4292799999943386
0.017433288221999882,0.9,1.308996938995747,57.36152510448679,57.36152510448679,60.0607251044805,2.4292799999943386
0.02395026619987486,0.9,1.308996938995747,41.753189365604,41.753189365604,44.428389365597766,2.407679999994389
0.03290344562312668,0.9,1.308996938995747,30.391953823131978,30.391953823131978,33.066353823132886,2.4069600000008173
0.04520353656360243,0.9,1.308996938995747,22.12216291070449,22.12216291070449,24.772562910710082,2.385360000005034
0.06210169418915616,0.9,1.308996938995747,16.102620275609393,16.102620275609393,18.74982027561498,2.3824800000050277
0.08531678524172806,0.9,1.308996938995747,11.721022975334805,11.721022975334805,14.318622975334518,2.337839999999743
0.11721022975334805,0.9,1.308996938995747,8.531678524172806,8.531678524172806,11.078078524172525,2.2917599999997478
0.16102620275609392,0.9,1.308996938995747,6.2101694189156165,6.2101694189156165,8.679769418915345,2.222639999999756
0.2212216291070448,0.9,1.308996938995747,4.520353656360245,4.520353656360245,6.908353656359982,2.1491999999997633
0.3039195382313198,0.9,1.308996938995747,3.2903445623126677,3.2903445623126677,5.550344562312419,2.033999999999776
0.41753189365604004,0.9,1.308996938995747,2.395026619987486,2.395026619987486,4.5046266199872536,1.898639999999791
0.5736152510448681,0.9,1.308996938995747,1.7433288221999874,1.7433288221999874,3.6969288221997725,1.7582399999998066
0.7880462815669912,0.9,1.308996938995747,1.2689610031679222,1.2689610031679222,3.059361003167725,1.6113599999998227
1.0826367338740541,0.9,1.308996938995747,0.9236708571873865,0.9236708571873865,2.5436708571872186,1.457999999999849
1.4873521072935119,0.9,1.308996938995747,0.6723357536499335,0.6723357536499335,2.127535753649819,1.309679999999897
2.0433597178569416,0.9,1.308996938995747,0.48939009184774945,0.48939009184774945,1.7861900918476774,1.1671199999999353
2.8072162039411754,0.9,1.308996938995747,0.35622478902624444,0.35622478902624444,1.505824789026207,1.0346399999999665
3.856620421163472,0.9,1.308996938995747,0.2592943797404667,0.2592943797404667,1.2720943797404578,0.911519999999992
5.298316906283707,0.9,1.308996938995747,0.18873918221350977,0.18873918221350977,1.0767391822135224,0.7992000000000113
7.278953843983146,0.9,1.308996938995747,0.1373823795883264,0.1373823795883264,0.9133823795883447,0.6984000000000165
10.0,0.9,1.308996938995747,0.1,0.1,0.7768000000000141,0.6091200000000128
0.001,0.9,1.832595714594046,1000.0,1000.0,1003.1856000001058,2.867040000095176
0.0013738237958832624,0.9,1.832595714594046,727.8953843983153,727.8953843983153,731.080984398421,2.867040000095176
0.0018873918221350976,0.9,1.832595714594046,529.8316906283708,529.8316906283708,533.0172906284765,2.867040000095176
0.002592943797404667,0.9,1.832595714594046,385.66204211634727,385.66204211634727,388.847642116453,2.867040000095176
0.003562247890262444,0.9,1.832595714594046,280.72162039411756,280.72162039411756,283.9064203942233,2.866320000095152
